     湛江 北海 凭祥 澳门 香港 深圳 南宁 肇庆 广州 汕头 个旧 畹町 柳州 厦门 韶关  昆明    龙岩 桂林 大理 郴州 赣州 福州  都匀    三明 攀枝花 六盘水 贵阳 衡阳 怀化 萍乡 遵义 西昌 温州 长沙 鹰潭 椒江 南昌 宜宾 常德 金华 日喀则 景德镇 岳阳 重庆 拉萨  九江    黄山 宁波 黄石 杭州 沙市 安庆 武汉  成都    宜昌 上海 芜湖 绵阳 无锡 合肥 襄樊 南京 信阳 扬州 十堰  蚌埠    南阳 汉中 徐州 西安 宝鸡 天水 连云港 洛阳 郑州 开封 运城 济宁 兰州  青岛    临汾 安阳 长治 格尔木  延安     西宁 邯郸 济南 潍坊 和田 荣成 德令哈 烟台 太原 青铜峡  石家庄    榆林 银川 保定 大连 张掖 天津 喀什 唐山 北京 秦皇岛 丹东 大同   敦煌    玉门 包头 营口 张家口 呼和浩特 承德  锦州    鞍山 阿克苏 沈阳  通化    哈密 图们 四平 二连浩特  乌鲁木齐    长春 锡林浩特 牡丹江 鸡西 白城 哈尔滨 塔城 佳木斯 齐齐哈尔 同江 阿勒泰 海拉尔 满洲里  黑河   
宝鸡 1487.3698 1444.05 1365.2173 1485.3791 1499.7705 1472.8206 1287.9729 1356.232 1379.0626 1529.3396 1285.7731 1447.7646 1135.2764 1518.3596 1226.4764 1137.0809 1398.2051 1053.4513 1185.387 1104.3517 1202.0438 1478.8096 901.1341 1343.1629 1013.6349 894.2824 859.3493 974.3485 799.5029 979.2503 737.8578 861.3028 1461.5727 870.2727 1153.2663 1485.5242 1032.059 670.651 727.3761 1311.1601 1820.87 1095.7834 786.203 537.7186 1606.9139 973.7162 1165.6561 1442.2908 866.6024 1300.6651 651.9656 1014.5657 783.5229 508.438 557.3351 1373.6379 1096.8672 400.452 1259.9821 972.1442 523.8783 1104.8294 682.5622 1150.4233 382.0601 952.7973 512.6259 144.8864 922.2503 156.0891 0.0 140.5763 1097.8417 478.3449 585.8123 649.0135 352.6248 860.5167 362.9046 1207.8632 433.7273 677.4818 571.5232 1138.2214 320.9307 554.4461 707.2404 929.4327 1109.0376 2476.3184 1409.3601 950.6005 1323.9785 616.1553 420.0907 769.7255 491.0211 468.0603 888.1239 1376.5563 790.3216 1030.9336 2821.0798 1133.4383 1019.0998 1257.3395 1637.9042 831.7485 1283.8966 1115.3584 737.055 1494.7395 980.4173 822.5779 1193.3268 1430.5774 1572.0085 2478.0525 1634.2643 1825.9097 1515.6359 2174.0542 1772.4297 1108.825 1985.8485 1875.4098 1307.8818 2220.6001 2350.2575 1819.9063 2067.2679 2453.6434 2375.6133 2005.3579 2565.3296 2182.285 1943.9174 1886.6873 2414.7594
天水 1547.865 1493.9631 1392.6079 1573.0589 1591.9963 1565.1289 1332.6775 1439.1 1468.1419 1639.1029 1272.3377 1383.1249 1194.5112 1637.9869 1324.8797 1114.846 1516.0171 1124.0746 1130.6053 1203.1066 1313.3919 1607.4139 940.9306 1467.8165 968.6521 892.656 886.0128 1075.7528 878.9784 1093.8373 770.2233 813.656 1597.8388 982.7097 1283.9154 1623.7889 1161.0351 656.4485 835.8197 1448.5971 1692.8612 1230.2893 907.3837 563.5481 1480.75 1107.4175 1303.1217 1582.1905 1000.0931 1440.4144 774.9118 1152.5893 916.9135 463.8357 676.7005 1514.2128 1237.107 359.419 1400.5519 1112.4699 658.9353 1245.4041 821.7815 1290.8416 517.1282 1093.1289 652.7197 205.8999 1060.0433 295.5141 140.5763 0.0 1234.0249 615.0123 721.7017 784.6542 484.6365 993.0993 238.3289 1338.1519 551.3292 803.2353 693.5331 998.1667 406.8658 423.0461 828.1542 1054.3856 1235.4276 2336.214 1535.2529 814.2402 1447.8166 712.5486 383.817 875.2858 546.6016 437.0857 988.9846 1492.2986 674.499 1136.2068 2682.9114 1237.1804 1114.1001 1362.5227 1750.8325 906.0492 1156.0579 994.406 766.6868 1600.6361 1059.0169 874.1786 1285.5578 1531.3348 1676.5829 2342.7465 1736.0924 1931.6357 1398.2453 2278.3578 1867.4834 1140.688 1862.0851 1968.7565 1367.724 2317.2594 2445.1741 1896.8972 2152.4263 2334.2267 2462.6548 2075.9221 2651.755 2074.3989 1990.8696 1922.0387 2480.2471
连云港 1717.0608 1761.4576 1845.9482 1485.8493 1451.4462 1432.0139 1681.5194 1442.3724 1400.5437 1275.0408 1996.0352 2353.9862 1482.3759 1130.6327 1215.8854 1911.3206 1080.6968 1354.7705 2078.5535 1148.4605 1058.4647 948.5822 1453.6088 939.6709 1893.8293 1637.6065 1492.2059 1066.5985 1174.5802 928.5293 1395.1174 1773.5 748.3452 925.2493 733.8793 692.0515 731.0031 1523.3758 942.092 615.1742 2911.4626 623.1402 817.8816 1317.4249 2695.0203 622.4643 548.9434 573.3523 627.0912 492.5633 808.3965 495.7601 641.1556 1483.5703 860.0359 429.5629 368.8389 1398.0382 360.4456 360.3213 719.7412 285.1344 548.6771 246.3866 809.6398 252.0296 643.4898 1138.9426 183.1962 942.4782 1097.8417 1234.0249 0.0 619.4997 512.3336 449.3969 750.8559 255.9184 1404.1292 194.4051 717.5972 468.6917 580.7212 2202.2321 906.7704 1590.3576 479.4498 296.627 234.6984 3527.8773 410.3965 1986.3665 375.9548 699.8255 1236.0593 569.4253 941.4245 1237.1222 581.028 524.3965 1736.4273 530.6268 3838.5375 566.8834 639.6084 594.767 752.8918 802.8872 2248.0416 2050.6061 1064.9832 725.3665 784.5626 954.8925 714.7388 741.9555 795.7931 3466.3584 872.5865 986.1104 2398.611 1307.0432 1050.8347 1183.7629 2887.9634 1151.3276 1071.7094 1418.9439 1551.9555 1263.1585 1390.1712 3304.4728 1644.5045 1470.9819 1822.6805 2958.9827 1625.2174 1674.785 1866.3881
洛阳 1498.5559 1496.9992 1499.3468 1385.2046 1378.0029 1352.4224 1370.7854 1286.605 1280.1251 1318.6572 1542.3662 1818.2433 1180.8329 1252.0147 1096.5016 1424.7904 1149.4229 1065.2733 1543.7736 985.6007 1005.9771 1155.1426 1042.4995 1053.9901 1360.0704 1152.0745 1046.1799 859.6661 817.8599 789.8712 928.4944 1222.907 1075.2918 712.0957 831.791 1077.166 735.0528 985.3963 625.6372 917.1239 2295.3884 743.5079 588.4216 790.6096 2079.9714 640.0246 777.0455 1011.2844 548.3049 875.0896 479.6108 627.1136 480.4557 899.9222 450.3039 921.9886 665.6516 804.1968 810.7192 542.7341 291.8516 654.8316 314.0424 691.1632 268.8987 494.1569 181.4096 530.2099 445.3883 323.2349 478.3449 615.0123 619.4997 0.0 107.957 171.1994 139.1317 387.1137 797.8649 736.9108 183.9415 240.903 185.8947 1596.0094 345.8156 989.248 292.6388 478.5597 649.0479 2930.2631 947.2879 1390.0028 868.2373 361.517 684.3403 422.6887 474.6046 702.4874 543.324 944.5125 1170.1418 652.252 3258.0903 753.6341 683.6082 865.5876 1209.8988 611.7839 1683.8463 1495.7716 709.7934 1092.288 716.7122 694.4021 853.9557 1047.7711 1171.9809 2899.1312 1241.8085 1417.1291 1872.6865 1764.9604 1399.0666 1003.9613 2358.8259 1505.3194 1081.3614 1834.098 1967.4531 1506.1412 1719.9031 2803.9312 2016.9389 1707.9686 2206.074 2491.8267 1728.9379 1713.7667 2124.8965
郑州 1532.4993 1539.7056 1557.9435 1395.6042 1383.2744 1358.4478 1421.2401 1305.9202 1292.6365 1301.9155 1621.9913 1913.9894 1227.2138 1220.6531 1105.3474 1510.2475 1124.9876 1107.4062 1638.7934 1000.3023 999.8313 1107.7839 1109.7476 1019.365 1454.4069 1235.8814 1120.8725 879.7604 869.3754 793.1965 1006.3744 1320.0609 1007.8227 727.8908 792.2051 1001.5303 707.4081 1079.0772 661.3573 849.0351 2403.3423 695.5861 601.1513 880.5072 2187.8942 603.4578 713.911 927.39 523.191 794.8846 509.9166 569.0915 466.954 1002.5986 501.3036 829.8703 586.3306 908.6279 720.601 467.6621 335.0071 566.1861 292.3935 597.0789 351.6177 403.2859 220.0706 636.9575 340.8092 431.0412 585.8123 721.7017 512.3336 107.957 0.0 63.2699 240.0874 280.0505 898.8183 629.8643 241.6906 165.5432 167.4788 1697.7008 425.463 1088.688 224.9629 380.1391 545.4155 3029.9243 842.1141 1488.4571 764.979 359.9462 766.354 374.4208 524.479 779.3424 486.5254 847.8644 1259.3714 577.9907 3353.4089 676.2887 623.4779 782.2742 1113.0587 593.3777 1773.7161 1582.786 736.3587 1003.2994 678.6579 696.8176 787.491 964.9339 1083.1055 2991.019 1154.5803 1324.5779 1953.2953 1671.2185 1316.03 998.9428 2441.0873 1422.5281 1042.5594 1745.7443 1879.615 1438.1552 1641.861 2880.2665 1934.8584 1642.7286 2123.2807 2560.2349 1684.2659 1679.6066 2059.252
开封 1553.2894 1565.4908 1592.7233 1403.1463 1387.8651 1363.5505 1451.6652 1318.8863 1301.7128 1293.7946 1668.5725 1969.6078 1255.8233 1204.0519 1113.0057 1560.2221 1112.9152 1134.0255 1694.1031 1011.8495 999.2468 1081.8485 1150.272 1001.6017 1509.4285 1285.2467 1165.4439 895.1047 902.2348 799.5719 1052.9441 1376.7552 969.7207 742.0231 772.7757 958.2755 696.1306 1134.0532 687.2227 811.1795 2466.5512 671.7351 615.0534 933.7665 2251.0473 587.875 680.0802 879.0555 516.0842 749.3894 534.9514 540.0627 468.1605 1062.5693 537.2033 776.431 542.6343 969.6243 668.7947 428.2624 370.9011 516.1074 295.3902 543.0132 404.4757 352.9503 259.8091 699.3606 279.9512 494.309 649.0135 784.6542 449.3969 171.1994 63.2699 0.0 301.9837 218.2245 959.3847 567.7001 290.606 144.7438 189.3188 1758.3367 478.5692 1148.4631 204.5559 326.5821 486.4042 3089.4047 781.476 1547.5943 705.9482 376.0155 818.5323 360.7377 563.1507 829.0436 464.0074 793.7897 1314.1435 541.7228 3410.6224 636.9706 596.6851 738.1078 1058.4704 593.8657 1828.4681 1636.1934 760.7808 954.4458 665.8237 708.2095 755.026 920.4691 1034.1789 3046.4823 1106.6716 1272.7857 2003.1583 1618.3553 1270.716 1003.7053 2491.5992 1377.2327 1026.6673 1696.4468 1830.5731 1402.5423 1599.4373 2927.45 1889.5497 1608.5559 2077.391 2603.2426 1662.9324 1664.7306 2024.3558
运城 1531.4513 1518.0158 1496.8899 1447.7702 1446.3507 1420.1266 1381.6985 1339.5831 1341.1214 1409.9185 1503.5564 1743.8111 1199.5548 1356.7475 1163.4316 1375.1847 1248.8378 1091.4353 1472.1576 1047.3653 1089.6262 1272.8329 1030.5926 1162.6265 1291.0743 1108.0852 1021.0786 917.2823 835.0813 867.2128 899.2006 1147.6165 1205.8172 777.8849 946.0307 1211.5749 841.4136 921.157 670.3679 1048.435 2173.4928 864.2946 661.2681 738.5387 1959.4578 754.4845 906.4449 1148.7409 656.3264 1011.5737 537.7409 754.9143 581.5593 810.5867 483.3232 1061.0407 802.3025 709.1461 949.6045 678.5038 351.2339 793.617 428.8625 830.2911 267.5881 633.2482 266.6234 427.3208 580.8787 204.2367 352.6248 484.6365 750.8559 139.1317 240.0874 301.9837 0.0 508.6079 659.5052 855.254 126.5806 328.0595 230.8838 1458.1185 221.0871 850.414 364.5764 579.3759 757.5316 2791.5974 1057.8356 1251.0138 973.9005 344.532 551.796 457.9979 379.7954 573.7587 581.8472 1035.0019 1032.5946 710.7128 3118.974 814.1377 721.1167 933.4247 1298.9556 596.691 1545.8621 1358.9222 634.4214 1167.1808 723.2205 649.3262 896.2547 1112.5509 1246.0357 2760.471 1312.4266 1496.556 1738.7831 1845.4198 1461.3699 960.8355 2223.8223 1566.5963 1080.925 1903.9236 2035.9087 1543.4071 1772.1001 2672.0566 2074.9028 1739.8391 2264.7503 2365.3823 1730.6975 1701.217 2155.6242
济宁 1685.4058 1711.1032 1761.2966 1498.487 1474.4287 1452.0069 1610.1518 1431.2666 1402.9641 1341.1217 1864.0907 2181.8641 1411.2739 1223.9473 1213.1264 1762.8484 1150.5642 1285.7232 1906.0376 1125.174 1077.0357 1070.2897 1334.7635 1022.4021 1721.0583 1487.3252 1358.4536 1021.4811 1071.9876 903.9722 1250.5139 1590.9476 911.8961 869.5329 796.3813 877.6111 751.5367 1346.0507 845.2595 760.3437 2680.7771 685.0207 746.9707 1143.5753 2465.9356 636.2533 653.6103 776.1097 597.1727 665.9429 696.3901 544.4309 576.9204 1280.3251 720.5333 649.1833 482.6979 1187.8223 555.9038 403.5866 560.1621 424.8706 429.8567 424.838 616.5629 286.5059 460.2024 916.9865 147.5644 707.7887 860.5167 993.0993 255.9184 387.1137 280.0505 218.2245 508.6079 0.0 1153.2248 349.8437 463.7089 212.8387 325.0204 1949.9227 651.9172 1337.549 228.9031 145.8946 272.5159 3273.0918 563.7562 1732.0978 490.8427 452.4475 980.1476 346.2446 688.2894 981.6107 397.5732 590.9231 1480.5111 412.7661 3582.6222 489.7518 499.5471 569.0656 852.5659 594.3395 1992.2629 1795.1252 830.369 765.7842 614.2931 737.1887 627.5639 746.4075 844.5057 3210.7045 919.4655 1073.4204 2145.9571 1415.2319 1090.1163 997.5524 2635.4397 1195.982 948.3999 1502.4378 1636.9124 1251.305 1425.5592 3056.545 1706.0763 1460.2206 1891.7834 2716.624 1555.9273 1579.2578 1871.4057
兰州 1762.5332 1700.5255 1579.2992 1804.4888 1825.4071 1798.6115 1535.9997 1668.447 1700.4075 1877.231 1413.7324 1442.4844 1410.3361 1875.7472 1560.8408 1247.8653 1754.0606 1347.8471 1213.6902 1439.3243 1551.683 1841.3243 1144.6691 1703.9571 1072.9891 1057.336 1079.5047 1312.7945 1108.9729 1332.1081 971.2775 920.4662 1822.2733 1221.0367 1516.1299 1842.9976 1394.5906 816.4239 1074.0632 1670.418 1586.7651 1458.0247 1144.5021 766.1092 1384.4471 1336.327 1525.0256 1793.8374 1229.3088 1653.3429 1011.3555 1373.178 1146.2809 602.0138 914.0537 1716.1003 1446.7527 516.4218 1603.3974 1321.6403 886.3102 1447.2637 1039.2016 1487.5986 744.6873 1289.703 866.6607 442.5271 1239.2804 502.0981 362.9046 238.3289 1404.1292 797.8649 898.8183 959.3847 659.5052 1153.2248 0.0 1485.8771 690.9936 948.6001 834.2134 798.9526 510.4272 193.8949 960.8742 1191.0721 1372.8241 2132.5321 1667.4131 594.7194 1575.1323 800.1479 295.5993 972.4895 579.2454 343.6555 1072.1156 1597.8604 436.721 1224.2475 2466.5176 1319.439 1181.1291 1445.3874 1846.3229 941.147 921.1299 756.2672 731.9613 1681.3066 1095.5985 870.1627 1342.3851 1601.5217 1753.2345 2117.9453 1805.808 2008.0979 1159.9199 2348.6105 1920.7873 1090.2094 1624.9354 2017.2975 1360.0415 2369.9256 2493.0983 1912.7235 2181.9949 2096.0463 2493.6294 2077.2277 2680.1933 1837.7584 1949.6205 1861.4824 2468.3153
 青岛    1911.4649 1955.3733 2036.541 1678.0953 1642.5151 1623.514 1873.6492 1636.4415 1593.8599 1458.5707 2176.1969 2518.3972 1674.2743 1307.329 1409.7747 2085.6628 1264.5557 1546.6961 2242.4791 1342.8598 1251.0992 1116.7405 1636.4689 1121.4555 2057.388 1810.752 1670.831 1260.1401 1360.4607 1122.8036 1569.778 1931.5857 899.0149 1117.5278 922.5054 828.8754 924.6347 1683.9192 1128.1048 780.2965 3028.7264 813.1934 1007.7326 1479.2576 2814.4288 816.7363 731.3133 700.1656 820.2458 647.3875 989.8937 688.8871 830.5505 1627.703 1033.7946 547.5799 554.964 1536.6142 509.3452 554.7082 884.4602 469.0497 724.5608 418.8197 958.5254 444.6829 796.1913 1266.8193 349.6054 1056.4554 1207.8632 1338.1519 194.4051 736.9108 629.8643 567.7001 855.254 349.8437 1485.8771 0.0 796.0004 538.229 652.0278 2276.2672 976.7813 1664.5035 526.6585 298.9614 130.3518 3586.7695 224.5509 2051.9025 181.5944 723.6159 1286.2702 564.983 973.8467 1279.2142 534.1869 333.9302 1783.0488 437.3343 3880.9077 440.4555 549.8364 435.7384 558.8855 763.1057 2287.1616 2086.0504 1050.1614 536.5783 708.1697 919.1176 582.0201 563.1243 604.5463 3500.0571 681.0177 791.863 2414.1945 1115.449 859.3788 1106.2481 2901.2535 958.7539 947.0104 1224.8946 1358.0897 1081.8016 1198.095 3300.2975 1450.1606 1287.9486 1628.2995 2941.5119 1462.1145 1523.9894 1678.1917
临汾 1651.8503 1641.2366 1623.1696 1556.8847 1552.5028 1526.5973 1506.5672 1452.8943 1450.8777 1501.1079 1627.9071 1856.5325 1322.958 1435.9548 1270.0021 1497.4095 1333.0998 1213.0873 1586.6848 1156.3209 1186.1122 1336.9349 1157.1389 1237.7837 1407.1316 1231.9349 1147.3711 1027.868 958.2181 967.3636 1025.2937 1261.3209 1247.7832 884.1746 1014.9064 1243.141 918.9942 1040.1448 785.2653 1089.0579 2243.3491 924.6678 763.3554 861.637 2031.9097 823.3299 951.8961 1168.3533 732.2464 1036.5131 646.417 804.2385 663.811 918.4786 600.8686 1066.9508 828.0207 814.2346 959.3461 708.8643 457.0554 806.1291 497.8792 833.4738 390.3897 642.9316 356.9171 531.4175 563.7838 304.6279 433.7273 551.3292 717.5972 183.9415 241.6906 290.606 126.5806 463.7089 690.9936 796.0004 0.0 257.8787 144.1956 1486.3538 190.1427 873.9011 277.0191 505.2022 687.1034 2810.3266 985.7344 1268.7832 897.0603 218.0594 528.2139 342.6197 291.0434 538.6199 465.1586 943.1467 1025.4894 601.2949 3124.9507 704.5606 602.4191 826.7724 1204.177 470.2228 1539.5253 1346.2029 528.8443 1063.1701 597.3903 528.5873 778.0352 1003.0254 1141.1058 2758.0714 1205.1828 1394.0189 1712.8071 1742.606 1349.267 840.3717 2201.0885 1453.7417 954.3646 1794.674 1925.7209 1421.8125 1655.0222 2638.6967 1959.7357 1616.7029 2149.6775 2319.1157 1604.1213 1575.2449 2031.9683
安阳 1694.8477 1704.1501 1723.349 1547.8867 1532.508 1508.2325 1586.6642 1463.0366 1446.3836 1434.8255 1781.1489 2057.3909 1392.3354 1339.7848 1257.735 1665.3443 1251.9679 1272.0149 1783.388 1156.1891 1143.1961 1208.9069 1273.647 1136.8521 1600.0431 1392.1864 1282.2885 1038.5399 1034.9151 944.3136 1166.2122 1461.4864 1079.6712 885.702 907.4564 1058.034 836.5482 1225.7513 825.5171 922.7903 2495.9892 803.0283 758.6878 1031.5124 2283.2147 726.267 799.371 967.0371 658.87 846.1531 673.6118 667.1549 612.7788 1132.8639 666.7917 849.6405 646.8496 1033.8467 749.4242 543.1918 500.549 605.4931 440.1135 618.8103 507.344 447.8457 385.5 753.876 336.4389 532.2849 677.4818 803.2353 468.6917 240.903 165.5432 144.7438 328.0595 212.8387 948.6001 538.229 257.8787 0.0 114.5768 1742.4053 442.2072 1129.9136 60.4481 251.9543 432.2217 3062.19 732.2861 1522.1575 646.5599 255.8274 767.3967 215.994 478.4161 768.8917 322.1668 709.1459 1267.777 414.4983 3369.9511 514.4698 458.106 624.8071 974.0359 452.7361 1779.4244 1582.3866 643.566 851.7424 521.1325 574.9521 622.2187 807.1308 931.3756 2997.8865 1000.9505 1177.6858 1935.2649 1525.9795 1158.4831 863.8219 2424.7511 1264.806 882.6074 1593.2898 1726.5891 1273.4226 1480.9966 2849.5038 1776.6718 1477.56 1965.6534 2514.5278 1521.1006 1520.5591 1894.2003
长治 1681.6797 1682.1454 1684.7772 1557.3536 1546.8065 1521.7201 1556.656 1463.6825 1453.4698 1469.3389 1718.8773 1973.6129 1366.379 1387.2323 1267.4173 1596.1988 1292.3521 1250.1324 1701.2604 1159.8818 1165.9201 1270.0318 1226.2863 1185.5434 1519.4001 1325.8386 1226.8183 1036.5938 1003.6914 956.6547 1107.5707 1377.2781 1158.1505 886.4394 957.678 1143.9657 874.7592 1147.5602 808.3026 999.7919 2386.243 858.8864 760.6208 959.4739 2174.2606 769.9917 869.3905 1059.8297 690.6666 933.6514 659.8329 728.8213 633.3708 1041.4703 635.7743 949.101 728.9674 939.8281 845.3003 616.9116 474.9367 696.3855 459.1149 716.2544 450.4012 534.6254 361.0178 657.5448 437.9359 432.1441 571.5232 693.5331 580.7212 185.8947 167.4788 189.3188 230.8838 325.0204 834.2134 652.0278 144.1956 114.5768 0.0 1627.8459 327.7872 1015.347 135.7705 361.3608 543.1072 2948.3911 842.1587 1407.9537 754.2883 192.4754 656.0957 238.8569 378.8182 659.9726 361.5368 806.4307 1156.2272 481.9154 3258.045 585.0867 502.1946 703.0855 1069.5008 431.7497 1668.8095 1472.8255 572.2661 936.3335 530.9989 529.5432 675.0695 882.9743 1015.2487 2887.5538 1081.9938 1265.6879 1830.4144 1614.5551 1232.7299 833.3108 2319.7126 1338.3256 895.8088 1673.8384 1806.1086 1326.2665 1547.271 2749.2178 1847.9906 1526.3922 2037.6684 2419.798 1543.0665 1529.3231 1943.1956
格尔木 2250.5936 2154.0799 1959.8202 2390.4202 2426.8365 2401.6479 1988.5906 2245.2918 2297.1278 2540.8257 1652.23 1403.4468 1929.4021 2576.0302 2197.0219 1488.8734 2450.126 1910.9855 1304.332 2083.2223 2231.0822 2576.4292 1641.4859 2425.7672 1267.7204 1438.1838 1549.2775 1972.1183 1724.6725 2029.6446 1484.4858 1171.2387 2589.4235 1916.863 2262.0984 2619.8603 2136.0543 1245.0262 1766.9989 2443.1812 973.5745 2218.8265 1867.5435 1323.1303 832.6237 2094.7847 2297.9984 2580.3562 1987.7662 2438.5436 1743.357 2148.7095 1905.0559 1061.2454 1641.3901 2510.0387 2235.0736 1053.1206 2396.6989 2110.2902 1652.1261 2240.9655 1819.6745 2283.6888 1511.5293 2085.6022 1650.8183 1164.5464 2038.23 1289.7801 1138.2214 998.1667 2202.2321 1596.0094 1697.7008 1758.3367 1458.1185 1949.9227 798.9526 2276.2672 1486.3538 1742.4053 1627.8459 0.0 1300.4318 612.5202 1749.6087 1978.548 2158.7149 1338.0981 2447.1455 241.0363 2352.3595 1567.9974 1002.8713 1739.9331 1324.29 1023.3118 1824.4065 2356.63 560.7401 1975.5604 1692.1656 2062.0129 1912.9864 2184.7633 2590.4311 1652.1016 415.4512 469.3638 1378.222 2411.9375 1796.8825 1539.1064 2055.3522 2321.6431 2477.2393 1375.0537 2519.6438 2726.1203 721.9809 3051.4841 2608.516 1652.8267 1031.2786 2695.0363 1975.4091 3045.4761 3158.2215 2539.1296 2823.4327 1516.4364 3129.0612 2669.4336 3306.4861 1388.5807 2455.9451 2326.1918 3018.0623
 延安     1705.6902 1680.6397 1633.619 1647.1144 1649.6454 1623.1071 1535.0287 1532.4451 1539.9031 1625.7325 1591.4852 1768.6024 1363.3459 1576.854 1367.2185 1448.5777 1467.7415 1263.9442 1506.1233 1248.654 1302.9452 1493.6833 1163.7387 1383.4444 1333.2827 1195.9689 1137.8647 1117.0958 1004.1853 1078.7183 1014.1681 1181.6452 1421.0769 984.2386 1167.0864 1422.0875 1062.1569 982.5669 865.6065 1262.9394 2082.3473 1084.4096 872.552 828.2292 1874.0857 975.4794 1122.5865 1352.2278 877.3434 1218.1236 744.0335 972.061 802.023 829.2337 676.8802 1254.6507 1008.832 721.3277 1145.959 887.1948 563.6348 991.6397 649.4613 1021.3996 456.3737 828.7338 487.1031 451.6734 753.793 255.113 320.9307 406.8658 906.7704 345.8156 425.463 478.5692 221.0871 651.9172 510.4272 976.7813 190.1427 442.2072 327.7872 1300.4318 0.0 688.0868 450.749 680.843 862.4642 2621.2164 1157.235 1080.2801 1065.4875 306.0235 340.9397 472.2649 190.3271 356.7061 582.9031 1095.5241 835.8178 731.6183 2934.8087 831.6229 707.2949 957.361 1350.1609 510.8309 1350.0457 1157.7317 453.6103 1195.4587 659.8931 511.622 879.3131 1124.6875 1270.8036 2568.3703 1329.5473 1526.0926 1528.7655 1872.1857 1460.8999 811.2972 2016.0275 1562.5411 989.1439 1910.5282 2038.7211 1499.5483 1749.5614 2458.4764 2058.9089 1684.4285 2248.3647 2146.7118 1629.5988 1580.1263 2094.0397
西宁 1898.0101 1826.9477 1685.8573 1963.3027 1987.8386 1961.25 1660.1177 1824.2321 1861.0112 2053.2361 1480.4604 1439.0747 1549.4861 2058.907 1729.4973 1310.5877 1936.1058 1497.2611 1235.3451 1608.9425 1729.6727 2030.3908 1273.5821 1890.5983 1116.4803 1151.9521 1199.5227 1485.0548 1268.6378 1512.8866 1100.5418 971.836 2015.3912 1400.8699 1706.3721 2036.7704 1583.9039 915.0388 1252.284 1863.9206 1452.1295 1650.2284 1329.6627 901.8037 1259.4191 1528.0904 1718.4892 1987.6428 1420.9164 1847.2095 1197.7134 1566.7603 1337.793 696.8393 1098.8946 1908.9765 1640.5068 631.8668 1796.4588 1515.3977 1078.3243 1640.2894 1232.9494 1679.8465 936.4881 1482.1249 1060.5126 619.922 1428.3756 695.9411 554.4461 423.0461 1590.3576 989.248 1088.688 1148.4631 850.414 1337.549 193.8949 1664.5035 873.9011 1129.9136 1015.347 612.5202 688.0868 0.0 1137.9369 1367.3949 1548.1875 1941.2879 1839.1418 401.2844 1745.2933 962.9085 410.8485 1135.7199 726.5296 443.9309 1227.3921 1758.1489 282.2163 1379.671 2272.7593 1470.8938 1326.7279 1595.8021 2000.1183 1074.7773 733.4192 579.662 831.281 1828.5299 1226.2821 983.1136 1480.2005 1743.7922 1897.7692 1924.4206 1946.1538 2150.8614 986.1021 2486.1088 2050.8638 1163.3249 1441.3813 2143.8394 1457.8243 2496.8974 2616.5534 2019.3737 2295.571 1917.1158 2606.3086 2172.6572 2790.3092 1674.4923 2015.0217 1912.5024 2551.6128
邯郸 1755.2721 1764.2702 1781.9132 1607.5326 1591.6965 1567.5137 1646.1732 1523.2664 1506.242 1490.9454 1834.9299 2103.2375 1452.1444 1392.8906 1317.4508 1716.995 1306.9622 1332.072 1829.9593 1216.3335 1201.5481 1257.7936 1330.6411 1189.8617 1647.2355 1444.6162 1337.5923 1098.9226 1094.111 1003.9634 1220.6678 1506.9602 1121.0657 946.0424 960.4469 1095.1018 892.6197 1273.8278 885.6842 965.3797 2520.3675 854.6045 819.0308 1081.806 2308.8548 781.3913 845.6841 999.5003 716.5284 882.8583 733.8565 717.2971 672.0257 1174.2952 725.6743 876.6746 687.8577 1073.5871 780.2148 589.2213 559.708 641.1116 499.8904 648.9935 561.1016 487.7597 444.4009 791.8826 366.1231 567.2839 707.2404 828.1542 479.4498 292.6388 224.9629 204.5559 364.5764 228.9031 960.8742 526.6585 277.0191 60.4481 135.7705 1749.6087 450.749 1137.9369 0.0 230.2132 412.1309 3063.0421 709.2993 1525.8612 620.0698 223.6908 763.6136 156.8169 462.0803 760.8626 261.893 670.9546 1263.1327 359.6451 3364.7983 461.0774 398.5754 574.7603 934.475 398.5804 1772.2226 1573.4537 605.9918 805.1113 461.3751 526.936 564.3717 756.3256 884.4336 2989.4871 952.6482 1133.1842 1919.1947 1481.9363 1107.3542 809.9078 2408.5797 1213.4597 822.3089 1545.0451 1677.913 1216.2061 1427.2649 2827.8243 1724.7174 1419.6779 1913.999 2487.9448 1460.696 1460.3111 1836.4622
