     湛江 北海 凭祥 澳门 香港 深圳 南宁 肇庆 广州 汕头 个旧 畹町 柳州 厦门 韶关  昆明    龙岩 桂林 大理 郴州 赣州 福州  都匀    三明 攀枝花 六盘水 贵阳 衡阳 怀化 萍乡 遵义 西昌 温州 长沙 鹰潭 椒江 南昌 宜宾 常德 金华 日喀则 景德镇 岳阳 重庆 拉萨  九江    黄山 宁波 黄石 杭州 沙市 安庆 武汉  成都    宜昌 上海 芜湖 绵阳 无锡 合肥 襄樊 南京 信阳 扬州 十堰  蚌埠    南阳 汉中 徐州 西安 宝鸡 天水 连云港 洛阳 郑州 开封 运城 济宁 兰州  青岛    临汾 安阳 长治 格尔木  延安     西宁 邯郸 济南 潍坊 和田 荣成 德令哈 烟台 太原 青铜峡  石家庄    榆林 银川 保定 大连 张掖 天津 喀什 唐山 北京 秦皇岛 丹东 大同   敦煌    玉门 包头 营口 张家口 呼和浩特 承德  锦州    鞍山 阿克苏 沈阳  通化    哈密 图们 四平 二连浩特  乌鲁木齐    长春 锡林浩特 牡丹江 鸡西 白城 哈尔滨 塔城 佳木斯 齐齐哈尔 同江 阿勒泰 海拉尔 满洲里  黑河   
济南 1830.998 1855.616 1901.6437 1643.4696 1618.646 1596.4365 1752.6633 1577.1091 1548.4026 1479.5852 1993.1922 2294.1092 1554.1669 1356.4845 1358.6322 1886.6197 1287.7518 1429.0995 2018.9325 1271.0674 1220.9754 1194.4787 1469.3065 1156.4329 1834.5267 1611.5102 1488.8008 1167.0412 1211.2217 1049.8209 1377.9547 1699.8977 1019.8435 1014.8652 932.9947 974.893 894.0648 1459.178 986.6819 874.2316 2747.2452 820.6882 891.731 1259.923 2534.812 778.7289 778.9245 862.9763 742.7138 767.1362 836.498 680.5776 722.6043 1378.1979 854.2121 723.8834 601.5952 1281.1961 644.5519 537.1997 690.4598 533.1795 572.3627 518.0557 730.5677 415.5144 583.998 1003.2043 271.7192 783.5544 929.4327 1054.3856 296.627 478.5597 380.1391 326.5821 579.3759 145.8946 1191.0721 298.9614 505.2022 251.9543 361.3608 1978.548 680.843 1367.3949 230.2132 0.0 182.0503 3287.8339 480.8937 1753.2733 394.6424 426.5574 987.3264 277.707 676.1719 980.7675 286.7639 467.7655 1484.5252 271.4232 3583.6283 344.0971 366.6783 425.0364 732.9196 506.2659 1989.9407 1789.4153 773.1926 630.2444 497.2901 658.534 483.6698 604.3123 709.7278 3204.483 783.3501 946.2512 2123.7721 1291.8459 951.0613 892.4831 2612.081 1057.3302 814.2298 1371.0805 1505.3649 1105.8231 1284.4293 3019.7668 1568.8074 1314.6195 1755.6228 2668.9059 1412.6572 1440.2153 1726.3384
潍坊 1916.1736 1951.5701 2016.7511 1701.9004 1670.7337 1650.2963 1859.9124 1649.4479 1612.6768 1504.5461 2133.3 2454.1365 1660.2899 1363.8191 1425.2194 2034.4135 1310.2852 1533.3534 2178.3558 1348.9318 1274.5191 1183.2612 1600.1464 1170.9117 1993.4142 1758.8806 1627.3107 1256.2654 1331.5612 1126.7144 1521.0553 1862.5502 980.3667 1108.2801 959.8074 919.081 944.6559 1618.305 1101.3597 849.6982 2928.2108 847.6381 991.448 1416.0617 2715.3547 831.9324 781.0245 795.2264 818.4093 724.9189 956.379 714.1497 815.5147 1547.9824 988.3641 645.4853 599.8197 1453.2146 590.0375 571.9325 830.7103 518.1412 687.7932 480.9365 888.5339 451.3458 732.6301 1177.9243 325.9914 961.1948 1109.0376 1235.4276 234.6984 649.0479 545.4155 486.4042 757.5316 272.5159 1372.8241 130.3518 687.1034 432.2217 543.1072 2158.7149 862.4642 1548.1875 412.1309 182.0503 0.0 3463.9863 300.3404 1932.126 219.5922 598.7005 1164.1842 436.6621 849.0127 1155.2388 404.1881 325.8252 1658.9587 315.6119 3754.6347 335.8152 428.2237 361.2254 582.4525 633.2228 2161.0461 1959.4674 919.8422 515.0676 583.7903 789.2116 482.8039 517.044 590.8122 3372.5241 667.4529 807.4557 2284.9065 1145.6962 843.2994 983.624 2771.6586 947.1635 843.8434 1239.3561 1373.7431 1037.286 1182.5879 3169.9543 1451.6571 1246.1737 1634.7768 2811.3547 1390.812 1440.5342 1647.6998
和田 3417.1507 3301.5761 3069.6052 3620.7824 3666.5277 3643.3949 3149.552 3475.872 3538.7363 3818.6212 2693.9019 2254.1498 3140.5478 3875.7887 3467.3143 2564.2937 3749.4165 3150.6668 2307.3875 3361.7596 3525.2568 3895.3935 2862.8486 3739.3995 2360.4341 2616.6125 2764.6588 3262.4579 3003.0105 3337.3214 2729.4377 2324.5966 3922.5759 3226.078 3588.4722 3956.0427 3461.5836 2478.2223 3078.3788 3778.4978 1205.8066 3551.0218 3188.88 2602.2772 1328.6346 3426.7737 3633.6595 3918.3604 3320.2956 3776.4643 3069.5477 3485.259 3238.1089 2334.8152 2967.5003 3847.4015 3573.1704 2352.0752 3734.2305 3448.373 2988.013 3578.3387 3157.439 3619.9569 2848.1356 3421.957 2988.9035 2497.6109 3369.1667 2627.5952 2476.3184 2336.214 3527.8773 2930.2631 3029.9243 3089.4047 2791.5974 3273.0918 2132.5321 3586.7695 2810.3266 3062.19 2948.3911 1338.0981 2621.2164 1941.2879 3063.0421 3287.8339 3463.9863 0.0 3740.9654 1542.0114 3644.139 2865.5786 2300.5086 3032.6264 2615.6401 2308.9956 3101.2205 3626.3154 1806.0002 3246.8785 431.8159 3322.2339 3168.435 3437.9541 3837.8824 2902.7629 1322.3846 1525.4499 2606.9428 3648.9151 3031.6448 2767.2914 3287.5018 3550.3622 3704.9093 452.4294 3734.6682 3939.2982 1318.1415 4236.569 3791.1937 2789.8454 989.6062 3862.8814 3123.3436 4197.0195 4292.693 3657.85 3943.6794 1101.233 4227.8652 3742.0402 4386.0526 1369.5974 3449.9881 3288.3383 4017.8869
荣成 2119.7954 2168.4231 2256.3288 1873.4975 1834.332 1816.6696 2091.3885 1840.1829 1793.5728 1634.0361 2400.6055 2741.0057 1892.4132 1471.8591 1612.8026 2310.1096 1442.0393 1764.8152 2465.0587 1552.2006 1449.2132 1270.5213 1860.387 1296.5225 2279.953 2035.1288 1895.3275 1475.0127 1583.3769 1334.4281 1794.2848 2152.6447 1034.4549 1335.2113 1112.4919 950.2623 1128.0936 1905.9131 1350.8961 937.5526 3228.1128 1007.3885 1228.2053 1701.7711 3015.4998 1024.4804 913.2978 816.8646 1036.5229 797.8157 1213.9119 892.1677 1051.3364 1844.0002 1258.3238 667.153 746.8546 1750.7419 662.5313 765.4278 1108.2377 660.8654 949.0497 601.297 1178.4775 662.3061 1017.8395 1477.0688 574.0934 1261.3835 1409.3601 1535.2529 410.3965 947.2879 842.1141 781.476 1057.8356 563.7562 1667.4131 224.5509 985.7344 732.2861 842.1587 2447.1455 1157.235 1839.1418 709.2993 480.8937 300.3404 3740.9654 0.0 2217.3349 97.4669 879.7218 1447.0894 709.4199 1127.3426 1433.7649 644.0179 208.2723 1935.1555 509.4994 4019.7712 464.5714 609.5972 397.4936 354.1785 860.937 2429.1223 2226.116 1159.9927 389.8062 768.9807 1012.9273 574.0121 452.475 440.2497 3631.9553 511.533 587.1451 2533.7473 897.7386 685.6218 1144.806 3015.9498 777.1174 925.3694 1016.0089 1147.6207 940.1058 1016.6106 3395.7356 1249.7913 1138.0795 1423.0528 3024.6139 1357.059 1441.7371 1508.9817
德令哈 2184.4829 2098.1535 1924.2305 2291.6793 2322.6918 2296.7136 1930.5288 2148.5221 2193.6596 2413.2667 1653.3738 1479.3718 1848.5948 2432.9745 2077.9936 1484.2452 2308.3987 1815.0259 1337.725 1960.2666 2095.2348 2416.8641 1562.4177 2272.2425 1267.9601 1389.2821 1476.4158 1842.2212 1607.6742 1884.8971 1396.0881 1149.257 2411.8632 1771.9691 2096.0294 2435.7192 1971.8623 1173.4632 1621.9011 2261.7552 1195.0127 2044.491 1710.6554 1215.7284 1036.0808 1921.4669 2116.2522 2388.4198 1814.1214 2247.7344 1581.5747 1965.0295 1730.9513 969.4428 1480.8286 2310.2305 2041.4174 938.1806 2197.7407 1916.3048 1473.1308 2041.5694 1632.0583 2080.8832 1331.2678 1883.254 1460.2497 998.6293 1827.2496 1095.8584 950.6005 814.2402 1986.3665 1390.0028 1488.4571 1547.5943 1251.0138 1732.0978 594.7194 2051.9025 1268.7832 1522.1575 1407.9537 241.0363 1080.2801 401.2844 1525.8612 1753.2733 1932.126 1542.0114 2217.3349 0.0 2121.8697 1337.6185 770.3946 1508.5481 1091.3224 787.5845 1589.595 2121.5611 321.0775 1740.0956 1871.9605 1825.0637 1675.172 1947.16 2352.7585 1413.2462 386.8695 325.8171 1137.449 2173.08 1557.0252 1298.5243 1815.6916 2082.0789 2237.7721 1528.6788 2279.5064 2486.0548 687.7192 2810.6641 2367.5346 1414.0794 1089.8919 2454.0019 1735.2339 2804.4886 2917.4357 2299.2947 2583.2262 1575.858 2889.3439 2431.7625 3067.3968 1386.1279 2225.416 2099.8446 2784.687
烟台 2092.9647 2136.1631 2214.1059 1858.7025 1822.4199 1803.687 2052.6755 1817.9869 1775.0705 1633.7203 2344.5151 2672.6283 1853.1478 1478.2135 1591.2593 2249.1095 1440.1854 1725.6405 2396.7691 1524.3388 1432.0 1282.6813 1807.712 1296.0539 2211.7544 1973.677 1838.5417 1440.635 1534.5476 1304.0752 1734.482 2081.6811 1055.4038 1296.9809 1101.4533 977.4641 1106.05 1836.8446 1302.6922 946.7186 3140.3795 993.0168 1185.4012 1634.0196 2928.5482 998.3305 907.4707 845.2795 1000.5823 809.8758 1161.5648 870.1637 1008.1955 1767.5001 1199.747 692.7896 733.6454 1672.4292 672.032 736.2757 1045.1803 647.3712 894.0307 593.6332 1107.3875 625.1573 949.9376 1396.3297 521.3653 1177.9977 1323.9785 1447.8166 375.9548 868.2373 764.979 705.9482 973.9005 490.8427 1575.1323 181.5944 897.0603 646.5599 754.2883 2352.3595 1065.4875 1745.2933 620.0698 394.6424 219.5922 3644.139 97.4669 2121.8697 0.0 784.4671 1351.5024 613.4598 1031.31 1337.5269 546.5542 161.8478 1838.468 412.8669 3922.3302 372.9306 514.6962 319.0915 378.773 763.9317 2331.8142 2128.7712 1062.759 363.4111 674.851 916.363 490.8775 405.7097 426.96 3534.4965 502.687 610.9431 2436.4981 938.8318 680.7918 1055.4603 2918.9556 778.758 849.1811 1044.2776 1177.7683 914.7107 1018.4718 3300.1997 1268.568 1118.1685 1446.9347 2930.3146 1313.8267 1388.7496 1502.2342
太原 1857.895 1852.0779 1839.8825 1745.1038 1736.1113 1710.8145 1720.4379 1648.0328 1640.5095 1661.804 1844.3688 2058.6894 1534.418 1578.6719 1455.6839 1711.6558 1484.6358 1421.8711 1791.6155 1346.2378 1357.4635 1457.4085 1374.6959 1376.6404 1614.2798 1448.0342 1365.4178 1220.997 1169.8121 1146.3455 1243.2704 1465.9781 1334.9879 1072.5981 1148.248 1313.7909 1067.0494 1251.4018 986.1678 1177.7145 2382.9057 1047.7483 947.8437 1077.3127 2176.4072 961.5788 1051.8834 1221.3291 883.1372 1101.8273 841.1081 915.2507 825.332 1117.9262 806.753 1100.1863 902.4674 1011.4307 1002.6901 796.6156 652.8178 860.8326 651.3243 871.6072 603.9432 703.6685 542.6677 731.6403 588.5111 509.103 616.1553 712.5486 699.8255 361.517 359.9462 376.0155 344.532 452.4475 800.1479 723.6159 218.0594 255.8274 192.4754 1567.9974 306.0235 962.9085 223.6908 426.5574 598.7005 2865.5786 879.7218 1337.6185 784.4671 0.0 567.5101 172.8899 250.3506 556.6198 276.9885 797.7495 1060.2634 426.8576 3157.4007 525.9005 403.1691 651.8259 1047.7902 254.1621 1563.6528 1362.9019 388.147 889.8115 380.1212 337.352 577.1781 818.7874 964.8718 2777.949 1023.5822 1220.2196 1700.2973 1566.1628 1156.9768 643.6164 2189.3226 1259.5075 736.4581 1605.994 1734.9252 1211.1896 1452.233 2605.1607 1759.8272 1403.1863 1949.6329 2264.2568 1386.2976 1360.1619 1817.4044
青铜峡 1907.37 1862.2267 1772.6728 1898.1657 1909.2027 1882.2827 1704.3023 1772.0479 1791.2496 1917.4122 1653.6925 1726.4028 1555.0308 1885.887 1631.6254 1493.77 1771.4438 1473.2601 1487.8052 1509.9824 1590.3148 1817.7985 1314.6896 1698.449 1336.0608 1276.4152 1265.4123 1378.4036 1218.1136 1364.766 1147.0001 1181.1988 1757.5863 1261.3217 1489.4201 1761.5061 1378.1259 1039.4324 1126.7121 1600.0596 1860.5892 1413.1024 1162.2509 941.7651 1664.1052 1299.5542 1458.2402 1693.0996 1197.4145 1558.5816 1028.1787 1306.6236 1118.2859 840.0153 944.653 1594.9528 1349.1925 739.4904 1486.6842 1226.9394 865.1446 1332.5398 977.7101 1361.5436 736.3868 1169.5745 808.1574 556.9706 1090.7354 483.0101 420.0907 383.817 1236.0593 684.3403 766.354 818.5323 551.796 980.1476 295.5993 1286.2702 528.2139 767.3967 656.0957 1002.8713 340.9397 410.8485 763.6136 987.3264 1164.1842 2300.5086 1447.0894 770.3946 1351.5024 567.5101 0.0 738.1537 321.4239 53.8812 822.0178 1354.1662 500.3823 973.6715 2602.5884 1062.5859 916.7801 1186.8525 1591.9314 664.0129 1012.8015 818.1038 436.6733 1418.4275 816.0371 579.0453 1069.3632 1333.0322 1487.1813 2231.5998 1535.3053 1740.0635 1188.4163 2075.4586 1641.3915 796.1079 1675.2159 1735.4462 1065.5436 2088.5359 2209.5158 1620.9997 1893.1108 2120.3188 2204.5334 1782.8195 2390.1482 1816.9145 1655.5317 1571.1986 2172.7712
 石家庄    1906.8883 1912.6081 1921.8089 1763.8739 1748.3937 1724.1625 1790.775 1678.3021 1662.2812 1646.5319 1956.6112 2198.9498 1598.5937 1545.4474 1473.7077 1831.8351 1461.5896 1480.2056 1928.5843 1371.7134 1358.3475 1404.9705 1464.7863 1342.4429 1748.3202 1562.7344 1465.6299 1253.0958 1237.7835 1160.3035 1346.1848 1603.4268 1257.0182 1100.5879 1113.2215 1223.8216 1048.3354 1379.1458 1035.0716 1103.8522 2553.4608 1005.9279 973.6008 1194.8604 2346.0086 936.4279 990.1945 1120.5718 873.1812 1012.1855 884.0741 867.2583 828.677 1261.0529 868.9652 988.7784 825.5466 1156.523 900.2395 734.6807 704.9044 770.95 656.0899 769.7301 689.1822 626.1451 589.4279 873.8743 493.1867 647.2121 769.7255 875.2858 569.4253 422.6887 374.4208 360.7377 457.9979 346.2446 972.4895 564.983 342.6197 215.994 238.8569 1739.9331 472.2649 1135.7199 156.8169 277.707 436.6621 3032.6264 709.4199 1508.5481 613.4598 172.8899 738.1537 0.0 417.9231 724.4155 123.9447 625.4662 1226.6306 261.4013 3318.6649 363.7164 264.1149 487.9395 877.9419 249.748 1725.4135 1523.4303 496.012 725.8136 305.3307 391.2705 438.5134 661.3809 802.5456 2935.8902 864.6076 1057.0162 1849.555 1404.6699 1006.6685 658.8272 2337.1238 1111.1283 668.2342 1452.6278 1583.3653 1088.1903 1314.1582 2742.247 1617.7096 1287.6595 1807.6263 2391.4526 1310.7066 1305.6924 1704.4146
榆林 1893.5863 1870.2439 1823.6451 1825.6064 1825.4526 1799.1391 1725.2245 1714.3267 1718.6823 1787.1873 1773.8293 1927.9889 1552.6534 1726.2507 1542.5534 1627.5049 1622.0572 1451.8288 1670.9788 1425.6759 1468.6559 1627.5446 1353.8122 1528.5868 1502.5281 1379.6457 1326.6191 1294.9314 1192.3285 1246.852 1202.9864 1349.0343 1531.6663 1157.3579 1305.9482 1521.3024 1209.2732 1160.923 1045.5063 1372.9162 2165.4447 1215.1051 1041.0145 1014.2356 1963.6865 1114.365 1238.378 1438.6406 1022.5864 1311.7285 916.9741 1092.6004 952.5732 995.4664 856.9489 1326.6016 1105.7383 887.4524 1223.8405 990.4908 731.0256 1075.1742 788.6412 1094.3371 636.6679 913.1541 640.946 630.2407 813.8306 445.0517 491.0211 546.6016 941.4245 474.6046 524.479 563.1507 379.7954 688.2894 579.2454 973.8467 291.0434 478.4161 378.8182 1324.29 190.3271 726.5296 462.0803 676.1719 849.0127 2615.6401 1127.3426 1091.3224 1031.31 250.3506 321.4239 417.9231 0.0 306.7207 501.3232 1033.1484 810.0241 653.3987 2907.4572 744.5501 602.6681 869.7818 1273.6344 365.7087 1313.7775 1113.5327 263.6879 1103.9804 520.5928 331.7875 763.3106 1022.5418 1174.8894 2529.1842 1226.6434 1429.3866 1457.6756 1769.3653 1343.0426 623.1332 1947.153 1440.8692 821.9098 1792.8235 1917.4272 1352.8652 1613.7613 2371.5688 1925.063 1529.5803 2113.2113 2041.093 1453.1757 1396.8149 1933.7735
银川 1955.2474 1911.6144 1824.436 1940.7872 1950.6622 1923.7702 1754.3621 1815.968 1833.7181 1953.3416 1707.4749 1778.6416 1603.3244 1917.6574 1672.0522 1547.6375 1804.5159 1519.929 1540.9899 1550.685 1626.7688 1844.5884 1365.3383 1728.3411 1389.7416 1329.7416 1317.1584 1418.876 1263.8253 1401.1276 1198.2945 1234.9134 1777.6424 1299.0761 1516.6785 1778.5295 1407.4082 1093.0112 1166.5982 1619.5866 1895.9764 1437.6966 1197.4788 993.4677 1701.7188 1325.9818 1478.9119 1706.6986 1225.1408 1573.7602 1064.0491 1327.9968 1147.0834 893.8921 982.8832 1604.8176 1364.6795 793.2692 1497.833 1243.5879 896.9389 1344.7413 1002.0422 1371.3013 771.4557 1181.5482 834.6668 606.9048 1097.1374 521.2598 468.0603 437.0857 1237.1222 702.4874 779.3424 829.0436 573.7587 981.6107 343.6555 1279.2142 538.6199 768.8917 659.9726 1023.3118 356.7061 443.9309 760.8626 980.7675 1155.2388 2308.9956 1433.7649 787.5845 1337.5269 556.6198 53.8812 724.4155 306.7207 0.0 802.0227 1333.9934 503.8432 952.5906 2604.0728 1038.8119 890.7072 1162.0179 1567.6169 633.4823 1011.4112 813.5153 392.3337 1391.3803 783.413 539.8166 1039.0157 1303.9627 1458.7857 2229.2739 1505.0564 1710.5209 1174.1878 2043.5337 1607.1261 746.5771 1662.5676 1699.9087 1021.7261 2052.9669 2172.8021 1579.6259 1853.5898 2101.9429 2164.7432 1738.7863 2349.6828 1791.6552 1606.0242 1519.8451 2126.4356
保定 2016.797 2026.1252 2040.8054 1862.7015 1844.4681 1820.7831 1907.1675 1782.0147 1762.6687 1729.7059 2080.1338 2321.6748 1713.6594 1619.2178 1573.2329 1955.7504 1541.5508 1593.8851 2051.7332 1474.6518 1450.9177 1467.8535 1585.8126 1416.9269 1871.7571 1686.4865 1588.1434 1359.0392 1354.6279 1259.7738 1469.0925 1726.4412 1303.2992 1205.8636 1189.1826 1261.0062 1133.7455 1502.9517 1147.5693 1154.8207 2657.4998 1079.1653 1078.9484 1318.7749 2452.0068 1019.8097 1051.1619 1149.7392 964.8833 1052.2155 995.7465 938.8386 926.8079 1382.968 985.8318 1009.9221 878.6482 1277.9375 931.1875 800.1916 820.4958 815.2964 757.4666 803.9563 811.1009 684.0603 704.9711 995.6531 543.0773 769.3649 888.1239 988.9846 581.028 543.324 486.5254 464.0074 581.8472 397.5732 1072.1156 534.1869 465.1586 322.1668 361.5368 1824.4065 582.9031 1227.3921 261.893 286.7639 404.1881 3101.2205 644.0179 1589.595 546.5542 276.9885 822.0178 123.9447 501.3232 802.0227 0.0 532.2262 1297.5424 152.3874 3375.8424 248.997 140.6595 375.05 774.3036 229.0749 1786.1233 1582.8708 519.8642 612.8934 216.8181 385.0322 314.5699 542.8785 687.9052 2988.093 747.296 943.2335 1891.9991 1289.3983 885.227 606.0413 2376.3208 989.1642 565.1243 1332.5564 1462.6249 964.7729 1190.4789 2767.8902 1494.5918 1165.0742 1684.5306 2407.3607 1199.1326 1202.8514 1581.9526
大连 2236.0464 2274.6285 2342.5415 2010.2451 1975.5792 1956.301 2185.139 1964.9175 1924.5067 1792.0038 2455.0055 2761.7119 1985.4842 1638.4528 1739.0436 2352.2343 1598.1289 1858.3958 2486.6285 1667.7127 1582.8286 1444.0253 1924.417 1454.6173 2302.2712 2076.8373 1949.367 1578.8218 1657.1822 1446.1559 1841.1159 2167.1088 1217.2348 1432.155 1256.279 1138.814 1254.847 1926.9339 1427.1659 1107.863 3177.8659 1146.5742 1316.5528 1727.5119 2969.278 1144.8732 1064.9425 1006.3766 1139.453 971.4612 1281.7965 1020.0761 1140.1642 1841.9317 1311.1252 854.1244 888.8672 1742.8951 833.501 882.5171 1150.9868 802.9797 1013.2315 751.7222 1198.1547 766.6615 1048.5664 1462.1746 649.9977 1238.2164 1376.5563 1492.2986 524.3965 944.5125 847.8644 793.7897 1035.0019 590.9231 1597.8604 333.9302 943.1467 709.1459 806.4307 2356.63 1095.5241 1758.1489 670.9546 467.7655 325.8252 3626.3154 208.2723 2121.5611 161.8478 797.7495 1354.1662 625.4662 1033.1484 1333.9934 532.2262 0.0 1826.5772 381.5999 3889.37 305.9257 460.0872 207.1844 265.3955 724.5852 2306.8277 2103.1993 1023.6058 202.9816 609.7267 867.8698 385.0847 246.9389 271.4046 3496.1676 348.2478 482.7023 2391.2013 825.0867 526.442 962.5659 2867.811 627.5178 723.1721 913.6754 1048.1038 752.9712 865.8884 3233.0753 1127.2276 956.961 1309.4306 2855.1946 1154.9855 1235.0432 1344.3012
张掖 2179.561 2109.1406 1966.6922 2237.706 2260.1475 2233.4177 1942.3328 2100.0725 2134.3721 2313.5734 1750.2699 1666.636 1830.3088 2308.5038 1997.205 1579.6517 2187.8069 1775.4032 1483.5746 1875.8099 1987.6097 2265.6213 1555.524 2132.9424 1378.4237 1431.5378 1481.7368 1749.4999 1542.1015 1767.0237 1382.3453 1239.0297 2230.0607 1656.5048 1938.2301 2242.1158 1819.392 1195.9623 1510.2069 2074.8405 1509.7725 1873.083 1576.4041 1182.5116 1341.3693 1753.9115 1930.6006 2181.2735 1648.0152 2044.0561 1442.2813 1778.0595 1565.7702 978.0575 1346.8669 2089.2265 1834.8679 913.9896 1979.4103 1710.8329 1305.5434 1824.1008 1443.8891 1856.3807 1166.0064 1662.0047 1270.5604 879.247 1589.1981 912.8468 790.3216 674.499 1736.4273 1170.1418 1259.3714 1314.1435 1032.5946 1480.5111 436.721 1783.0488 1025.4894 1267.777 1156.2272 560.7401 835.8178 282.2163 1263.1327 1484.5252 1658.9587 1806.0002 1935.1555 321.0775 1838.468 1060.2634 500.3823 1226.6306 810.0241 503.8432 1297.5424 1826.5772 0.0 1445.387 2102.2215 1525.65 1373.5352 1645.3864 2049.9455 1108.9326 514.364 328.1655 824.5815 1866.8183 1248.1539 986.5675 1507.0953 1773.4343 1929.2869 1732.5863 1968.3467 2175.0255 725.3504 2495.7361 2051.3797 1093.0142 1198.9513 2136.3683 1414.6698 2486.0128 2597.9364 1978.4644 2262.6931 1663.3693 2568.4572 2110.8935 2746.3355 1401.5355 1909.6984 1788.5072 2466.2607
天津 2086.1316 2104.0218 2134.1983 1910.0777 1886.8931 1864.3114 1993.0221 1839.1604 1813.4594 1751.0053 2194.5748 2454.5082 1796.5613 1626.8093 1623.4826 2075.9159 1559.1403 1673.7554 2182.7452 1532.0165 1489.6876 1461.0303 1687.678 1427.3077 2001.1908 1803.9946 1696.7045 1423.1642 1443.9303 1312.386 1580.1927 1858.3284 1275.9537 1269.9538 1204.375 1222.6387 1164.1585 1629.4458 1227.4252 1135.6326 2809.1424 1092.0031 1144.5197 1439.9627 2603.1451 1048.8367 1047.1691 1103.0753 1008.0447 1020.6595 1075.2768 951.9727 981.4105 1519.0261 1077.8523 956.0553 867.8974 1415.366 890.863 808.4415 911.2462 794.988 821.1975 771.2165 920.7114 686.3273 797.496 1132.4444 542.7116 905.5327 1030.9336 1136.2068 530.6268 652.252 577.9907 541.7228 710.7128 412.7661 1224.2475 437.3343 601.2949 414.4983 481.9154 1975.5604 731.6183 1379.671 359.6451 271.4232 315.6119 3246.8785 509.4994 1740.0956 412.8669 426.8576 973.6715 261.4013 653.3987 952.5906 152.3874 381.5999 1445.387 0.0 3515.9319 103.4661 112.7327 226.5395 622.0773 351.8609 1929.213 1725.6774 651.6941 464.5007 271.4622 503.4981 216.7224 402.0824 541.1567 3125.6745 603.943 795.6618 2025.1075 1143.2778 750.8681 669.0228 2506.5811 856.4104 546.0803 1193.8058 1325.396 860.9343 1067.6945 2888.0772 1366.43 1066.8661 1555.9955 2520.5334 1143.2848 1168.8175 1482.6578
喀什 3833.6486 3720.1112 3491.2849 4026.8097 4070.533 4046.8359 3565.7635 3881.4007 3941.9052 4211.8478 3119.2896 2685.1821 3548.7756 4259.8883 3862.2656 2986.3814 4133.5644 3552.95 2732.8115 3753.6551 3911.3923 4267.7637 3267.7709 4115.4627 2779.4101 3027.4235 3170.2006 3649.6391 3393.8674 3716.4891 3128.488 2736.4678 4279.5737 3604.2125 3954.2635 4306.5651 3828.1973 2878.2792 3455.034 4131.4429 1636.3705 3909.8266 3559.0034 2991.1671 1759.9443 3785.9713 3985.9925 4260.3455 3678.7911 4119.693 3435.481 3835.4526 3595.8859 2723.8029 3333.4859 4179.906 3913.261 2732.5233 4067.9868 3788.1501 3340.8767 3911.8185 3503.4169 3949.1028 3199.4789 3752.2123 3332.0259 2856.1615 3688.3332 2967.7698 2821.0798 2682.9114 3838.5375 3258.0903 3353.4089 3410.6224 3118.974 3582.6222 2466.5176 3880.9077 3124.9507 3369.9511 3258.045 1692.1656 2934.8087 2272.7593 3364.7983 3583.6283 3754.6347 431.8159 4019.7712 1871.9605 3922.3302 3157.4007 2602.5884 3318.6649 2907.4572 2604.0728 3375.8424 3889.37 2102.2215 3515.9319 0.0 3583.4573 3429.2879 3693.3471 4084.5739 3165.8038 1593.752 1795.2359 2865.992 3891.9943 3283.8055 3021.977 3533.5598 3790.308 3942.0044 408.3485 3964.4749 4165.2258 1510.4452 4443.6464 4003.4838 3004.1166 1079.3784 4066.7156 3332.8224 4387.7894 4473.8367 3842.5722 4123.755 987.7364 4393.4277 3905.0378 4540.4331 1347.4889 3588.1331 3418.983 4144.9332
唐山 2172.6265 2193.8425 2229.4284 1987.3549 1961.9085 1939.8968 2085.8473 1920.9445 1892.4929 1815.8641 2295.5228 2557.9443 1888.5766 1684.7281 1702.7293 2178.0032 1622.7175 1764.866 2286.1079 1614.597 1564.0876 1511.4837 1785.7924 1487.6129 2104.4596 1905.6845 1796.5333 1508.8234 1538.6124 1393.6534 1680.682 1961.7461 1314.9962 1356.0752 1268.4719 1254.8894 1236.0988 1732.4948 1319.4612 1180.8625 2905.592 1155.6702 1231.682 1542.3978 2700.6135 1120.8857 1102.1062 1130.7347 1086.8067 1059.2708 1167.677 1017.0294 1065.1183 1622.453 1174.1141 980.3017 921.0278 1518.7133 925.3777 872.6935 1007.6557 843.6437 909.4639 812.6419 1021.5913 749.5075 894.8246 1235.8064 607.9909 1008.8987 1133.4383 1237.1804 566.8834 753.6341 676.2887 636.9706 814.1377 489.7518 1319.439 440.4555 704.5606 514.4698 585.0867 2062.0129 831.6229 1470.8938 461.0774 344.0971 335.8152 3322.2339 464.5714 1825.0637 372.9306 525.9005 1062.5859 363.7164 744.5501 1038.8119 248.997 305.9257 1525.65 103.4661 3583.4573 0.0 154.2436 126.1434 529.3636 419.5268 2001.8693 1798.2504 717.8425 363.9129 306.8209 562.0454 147.9676 298.6287 439.4123 3190.3276 500.9429 694.5166 2085.834 1041.3917 647.6483 682.9776 2563.5981 753.3408 508.5586 1090.3654 1221.93 767.1803 966.5453 2934.5546 1263.8741 974.7524 1453.3171 2560.9557 1072.429 1110.471 1389.0771
